Año,Mes,Marca,Modelo,Tipo,Segmento,Origen,PaísOrigen,Ventas
2008,Abril,Volkswagen , Polo 5 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2008,Abril,Volkswagen , Routan , Camiones ligeros , Minivans , Importado , Canadá,-
2008,Abril,Volkswagen , Saveiro , Camiones ligeros , Pick Ups , Importado , Brasil,-
2008,Abril,Volkswagen , Sedan , Automóviles , Subcompactos , Nacional , México,-
2008,Abril,Volkswagen , Sharan , Camiones ligeros , Minivans , Importado , Portugal,19
2008,Abril,Volkswagen , Sport Van , Automóviles , Compactos , Importado , Argentina,191
2008,Abril,Volkswagen , Sportwagen , Automóviles , Compactos , Nacional , México,45
2008,Abril,Volkswagen , Tcross, Camiones ligeros , SUV's , Importado , Brasil,-
2008,Abril,Volkswagen , Teramont , Camiones ligeros , SUV's , Importado , Estados Unidos,-
2008,Abril,Volkswagen , Tiguan , Camiones ligeros , SUV's , Importado , Alemania,-
2008,Abril,Volkswagen , Tiguan, Camiones ligeros , SUV's , Nacional , México,-
2008,Abril,Volkswagen , Touareg , Camiones ligeros , SUV's , Importado , Eslovaquia,57
2008,Abril,Volkswagen , Transporter Carga , Camiones ligeros , SUV's , Nacional , Alemania,-
2008,Abril,Volkswagen , Transporter Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,-
2008,Abril,Volkswagen , UP! , Automóviles , Subcompactos , Nacional , Brasil,-
2008,Abril,Volkswagen , Vento , Automóviles , Subcompactos , Importado , India,-
2008,Abril,Volkswagen , Virtus , Automóviles , Subcompactos , Nacional , Brasil,-
2008,Abril,Volkswagen , Volkswagen Caddy , Camiones ligeros , Pick Ups , Importado , Polonia,-
2008,Abril,Volkswagen , Vw Van , Camiones ligeros , Pick Ups , Nacional , Argentina,107
2008,Mayo,Volkswagen , Amarok , Camiones ligeros , Pick Ups , Importado , Argentina,-
2008,Mayo,Volkswagen , Beetle , Automóviles , Compactos , Nacional , México,311
2008,Mayo,Volkswagen , Beetle Cabrio , Automóviles , Compactos , Importado , México,4
2008,Mayo,Volkswagen , Bora , Automóviles , Compactos , Nacional , México,1599
2008,Mayo,Volkswagen , Bora TDI , Automóviles , Compactos , Importado , México,104
2008,Mayo,Volkswagen , Crafter , Camiones ligeros , Pick Ups , Nacional , Alemania,38
2008,Mayo,Volkswagen , Crossfox , Automóviles , Subcompactos , Importado , Brasil,430
2008,Mayo,Volkswagen , Derby , Automóviles , Subcompactos , Nacional , Argentina,193
2008,Mayo,Volkswagen , EOS , Automóviles , De Lujo , Importado , Alemania,-
2008,Mayo,Volkswagen , Eurovan Carga , Camiones ligeros , SUV's , Nacional , Alemania,176
2008,Mayo,Volkswagen , Eurovan Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,76
2008,Mayo,Volkswagen , Gol , Automóviles , Subcompactos , Importado , Brasil,-
2008,Mayo,Volkswagen , Gol Sedan , Automóviles , Subcompactos , Importado , Brasil,-
2008,Mayo,Volkswagen , Golf , Automóviles , Compactos , Importado , Brasil,3
2008,Mayo,Volkswagen , Golf,Automóviles,Compactos,Nacional,México,-
2008,Mayo,Volkswagen , Golf Gti , Automóviles , Deportivos , Importado , Alemania,48
2008,Mayo,Volkswagen , Golf Variant, Automóviles ,Compactos,Nacional,México,-
2008,Mayo,Volkswagen , Jetta , Automóviles , Compactos , Nacional , México,-
2008,Mayo,Volkswagen , Jetta TDI , Automóviles , Compactos , Nacional , México,144
2008,Mayo,Volkswagen , Jetta 4 PTAS , Automóviles , Compactos , Nacional , México,3530
2008,Mayo,Volkswagen , Lupo 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2008,Mayo,Volkswagen , Lupo 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,63
2008,Mayo,Volkswagen , Nuevo Jetta , Automóviles , Compactos , Nacional , México,-
2008,Mayo,Volkswagen , Nuevo Jetta TDI , Automóviles , Compactos , Nacional , México,-
2008,Mayo,Volkswagen , Otros Volkswagen , Camiones ligeros , SUV's , Nacional , México,-
2008,Mayo,Volkswagen , Passat , Automóviles , De Lujo , Importado , Estados Unidos,129
2008,Mayo,Volkswagen , Passat Cc , Automóviles , De Lujo , Importado , Estados Unidos,-
2008,Mayo,Volkswagen , Pointer Pick Up , Camiones ligeros , Pick Ups , Importado , Brasil,211
2008,Mayo,Volkswagen , Pointer Wagon , Automóviles , Compactos , Importado , Brasil,-
2008,Mayo,Volkswagen , Pointer 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,150
2008,Mayo,Volkswagen , Pointer 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,2011
2008,Mayo,Volkswagen , Polo GTI , Automóviles , Subcompactos , Importado , España,-
2008,Mayo,Volkswagen , Polo 4 Ptas , Automóviles , Subcompactos , Importado , India,4
2008,Mayo,Volkswagen , Polo 5 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2008,Mayo,Volkswagen , Routan , Camiones ligeros , Minivans , Importado , Canadá,-
2008,Mayo,Volkswagen , Saveiro , Camiones ligeros , Pick Ups , Importado , Brasil,-
2008,Mayo,Volkswagen , Sedan , Automóviles , Subcompactos , Nacional , México,-
2008,Mayo,Volkswagen , Sharan , Camiones ligeros , Minivans , Importado , Portugal,32
2008,Mayo,Volkswagen , Sport Van , Automóviles , Compactos , Importado , Argentina,192
2008,Mayo,Volkswagen , Sportwagen , Automóviles , Compactos , Nacional , México,49
2008,Mayo,Volkswagen , Tcross, Camiones ligeros , SUV's , Importado , Brasil,-
2008,Mayo,Volkswagen , Teramont , Camiones ligeros , SUV's , Importado , Estados Unidos,-
2008,Mayo,Volkswagen , Tiguan , Camiones ligeros , SUV's , Importado , Alemania,-
2008,Mayo,Volkswagen , Tiguan, Camiones ligeros , SUV's , Nacional , México,-
2008,Mayo,Volkswagen , Touareg , Camiones ligeros , SUV's , Importado , Eslovaquia,58
2008,Mayo,Volkswagen , Transporter Carga , Camiones ligeros , SUV's , Nacional , Alemania,-
2008,Mayo,Volkswagen , Transporter Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,-
2008,Mayo,Volkswagen , UP! , Automóviles , Subcompactos , Nacional , Brasil,-
2008,Mayo,Volkswagen , Vento , Automóviles , Subcompactos , Importado , India,-
2008,Mayo,Volkswagen , Virtus , Automóviles , Subcompactos , Nacional , Brasil,-
2008,Mayo,Volkswagen , Volkswagen Caddy , Camiones ligeros , Pick Ups , Importado , Polonia,-
2008,Mayo,Volkswagen , Vw Van , Camiones ligeros , Pick Ups , Nacional , Argentina,113
2008,Junio,Volkswagen , Amarok , Camiones ligeros , Pick Ups , Importado , Argentina,-
2008,Junio,Volkswagen , Beetle , Automóviles , Compactos , Nacional , México,267
2008,Junio,Volkswagen , Beetle Cabrio , Automóviles , Compactos , Importado , México,6
2008,Junio,Volkswagen , Bora , Automóviles , Compactos , Nacional , México,1593
2008,Junio,Volkswagen , Bora TDI , Automóviles , Compactos , Importado , México,81
2008,Junio,Volkswagen , Crafter , Camiones ligeros , Pick Ups , Nacional , Alemania,43
2008,Junio,Volkswagen , Crossfox , Automóviles , Subcompactos , Importado , Brasil,328
2008,Junio,Volkswagen , Derby , Automóviles , Subcompactos , Nacional , Argentina,232
2008,Junio,Volkswagen , EOS , Automóviles , De Lujo , Importado , Alemania,-
2008,Junio,Volkswagen , Eurovan Carga , Camiones ligeros , SUV's , Nacional , Alemania,118
2008,Junio,Volkswagen , Eurovan Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,46
2008,Junio,Volkswagen , Gol , Automóviles , Subcompactos , Importado , Brasil,-
2008,Junio,Volkswagen , Gol Sedan , Automóviles , Subcompactos , Importado , Brasil,-
2008,Junio,Volkswagen , Golf , Automóviles , Compactos , Importado , Brasil,-
2008,Junio,Volkswagen , Golf,Automóviles,Compactos,Nacional,México,-
2008,Junio,Volkswagen , Golf Gti , Automóviles , Deportivos , Importado , Alemania,55
2008,Junio,Volkswagen , Golf Variant, Automóviles ,Compactos,Nacional,México,-
2008,Junio,Volkswagen , Jetta , Automóviles , Compactos , Nacional , México,-
2008,Junio,Volkswagen , Jetta TDI , Automóviles , Compactos , Nacional , México,83
2008,Junio,Volkswagen , Jetta 4 PTAS , Automóviles , Compactos , Nacional , México,3505
2008,Junio,Volkswagen , Lupo 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2008,Junio,Volkswagen , Lupo 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,50
2008,Junio,Volkswagen , Nuevo Jetta , Automóviles , Compactos , Nacional , México,-
2008,Junio,Volkswagen , Nuevo Jetta TDI , Automóviles , Compactos , Nacional , México,-
2008,Junio,Volkswagen , Otros Volkswagen , Camiones ligeros , SUV's , Nacional , México,-
2008,Junio,Volkswagen , Passat , Automóviles , De Lujo , Importado , Estados Unidos,121
2008,Junio,Volkswagen , Passat Cc , Automóviles , De Lujo , Importado , Estados Unidos,-
2008,Junio,Volkswagen , Pointer Pick Up , Camiones ligeros , Pick Ups , Importado , Brasil,204
2008,Junio,Volkswagen , Pointer Wagon , Automóviles , Compactos , Importado , Brasil,-
2008,Junio,Volkswagen , Pointer 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,437
2008,Junio,Volkswagen , Pointer 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,1909
2008,Junio,Volkswagen , Polo GTI , Automóviles , Subcompactos , Importado , España,-
2008,Junio,Volkswagen , Polo 4 Ptas , Automóviles , Subcompactos , Importado , India,2
2008,Junio,Volkswagen , Polo 5 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2008,Junio,Volkswagen , Routan , Camiones ligeros , Minivans , Importado , Canadá,-
2008,Junio,Volkswagen , Saveiro , Camiones ligeros , Pick Ups , Importado , Brasil,-
2008,Junio,Volkswagen , Sedan , Automóviles , Subcompactos , Nacional , México,-
2008,Junio,Volkswagen , Sharan , Camiones ligeros , Minivans , Importado , Portugal,31
2008,Junio,Volkswagen , Sport Van , Automóviles , Compactos , Importado , Argentina,194
2008,Junio,Volkswagen , Sportwagen , Automóviles , Compactos , Nacional , México,48
2008,Junio,Volkswagen , Tcross, Camiones ligeros , SUV's , Importado , Brasil,-
2008,Junio,Volkswagen , Teramont , Camiones ligeros , SUV's , Importado , Estados Unidos,-
2008,Junio,Volkswagen , Tiguan , Camiones ligeros , SUV's , Importado , Alemania,-
2008,Junio,Volkswagen , Tiguan, Camiones ligeros , SUV's , Nacional , México,-
2008,Junio,Volkswagen , Touareg , Camiones ligeros , SUV's , Importado , Eslovaquia,69
2008,Junio,Volkswagen , Transporter Carga , Camiones ligeros , SUV's , Nacional , Alemania,-
2008,Junio,Volkswagen , Transporter Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,-
2008,Junio,Volkswagen , UP! , Automóviles , Subcompactos , Nacional , Brasil,-
2008,Junio,Volkswagen , Vento , Automóviles , Subcompactos , Importado , India,-
2008,Junio,Volkswagen , Virtus , Automóviles , Subcompactos , Nacional , Brasil,-
2008,Junio,Volkswagen , Volkswagen Caddy , Camiones ligeros , Pick Ups , Importado , Polonia,-
2008,Junio,Volkswagen , Vw Van , Camiones ligeros , Pick Ups , Nacional , Argentina,186
2008,Julio,Volkswagen , Amarok , Camiones ligeros , Pick Ups , Importado , Argentina,-
2008,Julio,Volkswagen , Beetle , Automóviles , Compactos , Nacional , México,268
2008,Julio,Volkswagen , Beetle Cabrio , Automóviles , Compactos , Importado , México,4
2008,Julio,Volkswagen , Bora , Automóviles , Compactos , Nacional , México,1481
2008,Julio,Volkswagen , Bora TDI , Automóviles , Compactos , Importado , México,52
2008,Julio,Volkswagen , Crafter , Camiones ligeros , Pick Ups , Nacional , Alemania,29
2008,Julio,Volkswagen , Crossfox , Automóviles , Subcompactos , Importado , Brasil,418
2008,Julio,Volkswagen , Derby , Automóviles , Subcompactos , Nacional , Argentina,354
2008,Julio,Volkswagen , EOS , Automóviles , De Lujo , Importado , Alemania,-
2008,Julio,Volkswagen , Eurovan Carga , Camiones ligeros , SUV's , Nacional , Alemania,104
2008,Julio,Volkswagen , Eurovan Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,41
2008,Julio,Volkswagen , Gol , Automóviles , Subcompactos , Importado , Brasil,-
2008,Julio,Volkswagen , Gol Sedan , Automóviles , Subcompactos , Importado , Brasil,-
2008,Julio,Volkswagen , Golf , Automóviles , Compactos , Importado , Brasil,-
2008,Julio,Volkswagen , Golf,Automóviles,Compactos,Nacional,México,-
2008,Julio,Volkswagen , Golf Gti , Automóviles , Deportivos , Importado , Alemania,58
2008,Julio,Volkswagen , Golf Variant, Automóviles ,Compactos,Nacional,México,-
2008,Julio,Volkswagen , Jetta , Automóviles , Compactos , Nacional , México,-
2008,Julio,Volkswagen , Jetta TDI , Automóviles , Compactos , Nacional , México,95
2008,Julio,Volkswagen , Jetta 4 PTAS , Automóviles , Compactos , Nacional , México,3126
2008,Julio,Volkswagen , Lupo 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2008,Julio,Volkswagen , Lupo 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,84
2008,Julio,Volkswagen , Nuevo Jetta , Automóviles , Compactos , Nacional , México,-
2008,Julio,Volkswagen , Nuevo Jetta TDI , Automóviles , Compactos , Nacional , México,-
2008,Julio,Volkswagen , Otros Volkswagen , Camiones ligeros , SUV's , Nacional , México,-
2008,Julio,Volkswagen , Passat , Automóviles , De Lujo , Importado , Estados Unidos,176
2008,Julio,Volkswagen , Passat Cc , Automóviles , De Lujo , Importado , Estados Unidos,-
2008,Julio,Volkswagen , Pointer Pick Up , Camiones ligeros , Pick Ups , Importado , Brasil,180
2008,Julio,Volkswagen , Pointer Wagon , Automóviles , Compactos , Importado , Brasil,-
2008,Julio,Volkswagen , Pointer 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,150
2008,Julio,Volkswagen , Pointer 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,1785
2008,Julio,Volkswagen , Polo GTI , Automóviles , Subcompactos , Importado , España,-
2008,Julio,Volkswagen , Polo 4 Ptas , Automóviles , Subcompactos , Importado , India,1
2008,Julio,Volkswagen , Polo 5 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2008,Julio,Volkswagen , Routan , Camiones ligeros , Minivans , Importado , Canadá,-
2008,Julio,Volkswagen , Saveiro , Camiones ligeros , Pick Ups , Importado , Brasil,-
2008,Julio,Volkswagen , Sedan , Automóviles , Subcompactos , Nacional , México,-
2008,Julio,Volkswagen , Sharan , Camiones ligeros , Minivans , Importado , Portugal,51
2008,Julio,Volkswagen , Sport Van , Automóviles , Compactos , Importado , Argentina,281
2008,Julio,Volkswagen , Sportwagen , Automóviles , Compactos , Nacional , México,56
2008,Julio,Volkswagen , Tcross, Camiones ligeros , SUV's , Importado , Brasil,-
2008,Julio,Volkswagen , Teramont , Camiones ligeros , SUV's , Importado , Estados Unidos,-
2008,Julio,Volkswagen , Tiguan , Camiones ligeros , SUV's , Importado , Alemania,-
2008,Julio,Volkswagen , Tiguan, Camiones ligeros , SUV's , Nacional , México,-
2008,Julio,Volkswagen , Touareg , Camiones ligeros , SUV's , Importado , Eslovaquia,79
2008,Julio,Volkswagen , Transporter Carga , Camiones ligeros , SUV's , Nacional , Alemania,-
2008,Julio,Volkswagen , Transporter Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,-
2008,Julio,Volkswagen , UP! , Automóviles , Subcompactos , Nacional , Brasil,-
2008,Julio,Volkswagen , Vento , Automóviles , Subcompactos , Importado , India,-
2008,Julio,Volkswagen , Virtus , Automóviles , Subcompactos , Nacional , Brasil,-
2008,Julio,Volkswagen , Volkswagen Caddy , Camiones ligeros , Pick Ups , Importado , Polonia,-
2008,Julio,Volkswagen , Vw Van , Camiones ligeros , Pick Ups , Nacional , Argentina,185
2008,Agosto,Volkswagen , Amarok , Camiones ligeros , Pick Ups , Importado , Argentina,-
2008,Agosto,Volkswagen , Beetle , Automóviles , Compactos , Nacional , México,252
2008,Agosto,Volkswagen , Beetle Cabrio , Automóviles , Compactos , Importado , México,4
2008,Agosto,Volkswagen , Bora , Automóviles , Compactos , Nacional , México,1743
2008,Agosto,Volkswagen , Bora TDI , Automóviles , Compactos , Importado , México,160
2008,Agosto,Volkswagen , Crafter , Camiones ligeros , Pick Ups , Nacional , Alemania,74
2008,Agosto,Volkswagen , Crossfox , Automóviles , Subcompactos , Importado , Brasil,322
2008,Agosto,Volkswagen , Derby , Automóviles , Subcompactos , Nacional , Argentina,322
2008,Agosto,Volkswagen , EOS , Automóviles , De Lujo , Importado , Alemania,-
2008,Agosto,Volkswagen , Eurovan Carga , Camiones ligeros , SUV's , Nacional , Alemania,120
2008,Agosto,Volkswagen , Eurovan Pasajeros , Camiones ligeros , SUV's , Importado , Alemania,67
2008,Agosto,Volkswagen , Gol , Automóviles , Subcompactos , Importado , Brasil,-
2008,Agosto,Volkswagen , Gol Sedan , Automóviles , Subcompactos , Importado , Brasil,-
2008,Agosto,Volkswagen , Golf , Automóviles , Compactos , Importado , Brasil,-
2008,Agosto,Volkswagen , Golf,Automóviles,Compactos,Nacional,México,-
2008,Agosto,Volkswagen , Golf Gti , Automóviles , Deportivos , Importado , Alemania,85
2008,Agosto,Volkswagen , Golf Variant, Automóviles ,Compactos,Nacional,México,-
2008,Agosto,Volkswagen , Jetta , Automóviles , Compactos , Nacional , México,-
2008,Agosto,Volkswagen , Jetta TDI , Automóviles , Compactos , Nacional , México,125
2008,Agosto,Volkswagen , Jetta 4 PTAS , Automóviles , Compactos , Nacional , México,3841
2008,Agosto,Volkswagen , Lupo 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,-
2008,Agosto,Volkswagen , Lupo 4 Ptas , Automóviles , Subcompactos , Importado , Brasil,80
2008,Agosto,Volkswagen , Nuevo Jetta , Automóviles , Compactos , Nacional , México,-
2008,Agosto,Volkswagen , Nuevo Jetta TDI , Automóviles , Compactos , Nacional , México,-
2008,Agosto,Volkswagen , Otros Volkswagen , Camiones ligeros , SUV's , Nacional , México,-
2008,Agosto,Volkswagen , Passat , Automóviles , De Lujo , Importado , Estados Unidos,160
2008,Agosto,Volkswagen , Passat Cc , Automóviles , De Lujo , Importado , Estados Unidos,-
2008,Agosto,Volkswagen , Pointer Pick Up , Camiones ligeros , Pick Ups , Importado , Brasil,192
2008,Agosto,Volkswagen , Pointer Wagon , Automóviles , Compactos , Importado , Brasil,-
2008,Agosto,Volkswagen , Pointer 2 Ptas , Automóviles , Subcompactos , Importado , Brasil,150
